prediccion,test
17.380375,17.131
17.380386,17.131
17.380388,17.136
17.380388,17.14
17.380388,17.145
17.380388,17.149
17.380388,17.154
17.380388,17.158
17.380388,17.163
17.380388,17.167
17.380388,17.171
17.380388,17.176
17.380388,17.18
17.380388,17.185
17.380388,17.189
17.380388,17.194
17.380388,17.198
17.380388,17.203
17.380388,17.207
17.379433,17.212
17.37942,17.216
17.37942,17.221
17.378462,17.218
17.37845,17.216
17.377493,17.213
17.37748,17.21
17.376522,17.208
17.37651,17.205
17.376509,17.203
17.376509,17.2
17.375553,17.197
17.37554,17.195
17.375538,17.192
17.375538,17.19
17.375538,17.187
17.375538,17.184
17.375538,17.182
17.375538,17.179
17.375538,17.177
17.375538,17.174
17.375538,17.172
17.376495,17.169
17.376507,17.168
17.376509,17.166
17.376509,17.165
17.377464,17.164
17.377478,17.162
17.377478,17.161
17.377478,17.16
17.377478,17.159
17.378435,17.157
17.378447,17.156
17.378448,17.155
17.379404,17.153
17.379417,17.152
17.380375,17.151
17.381344,17.15
17.382313,17.148
17.382326,17.147
17.383286,17.146
17.384253,17.144
17.385223,17.143
17.386192,17.139
17.386206,17.135
17.387165,17.131
17.388134,17.127
17.389103,17.123
17.389116,17.119
17.390076,17.115
17.390087,17.111
17.391045,17.107
17.392014,17.103
17.392027,17.099
17.392986,17.095
17.392996,17.091
17.393955,17.087
17.393967,17.083
17.394926,17.079
17.395895,17.075
17.395906,17.071
17.396866,17.067
17.396877,17.062
17.397837,17.063
17.397846,17.064
17.398806,17.065
17.398817,17.066
17.398819,17.067
17.399776,17.068
17.399788,17.069
17.39979,17.069
17.39979,17.07
17.39979,17.071
17.39979,17.072
17.39979,17.073
17.39979,17.074
17.39979,17.075
17.400747,17.075
17.400757,17.076
17.400759,17.077
17.400759,17.078
17.400759,17.079
17.400759,17.08
17.400759,17.08
17.399801,17.08
17.39979,17.079
17.39979,17.079
17.39883,17.079
17.39882,17.079
17.397861,17.079
17.39785,17.079
17.39689,17.079
17.396881,17.079
17.395922,17.079
17.39591,17.079
17.39495,17.078
17.39494,17.078
17.39398,17.078
17.39397,17.078
17.393969,17.078
17.393969,17.078
17.393011,17.078
17.393,17.078
17.392998,17.077
17.392998,17.075
17.392998,17.074
17.392998,17.073
17.392998,17.072
17.39204,17.071
17.39203,17.07
17.392029,17.069
17.392029,17.067
17.392029,17.066
17.392029,17.065
17.392029,17.064
17.392029,17.063
17.392029,17.062
17.392029,17.061
17.392029,17.059
17.392029,17.058
17.392029,17.057
17.392029,17.056
17.392029,17.055
17.392029,17.052
17.392029,17.05
17.392029,17.047
17.392029,17.045
17.391071,17.042
17.39106,17.04
17.3901,17.037
17.390089,17.035
17.389132,17.032
17.388163,17.03
17.38815,17.027
17.387192,17.025
17.386223,17.022
17.384296,17.02
17.383314,17.017
17.382343,17.015
17.380417,17.012
17.379435,17.01
17.378464,17.007
17.376537,17.005
17.3746,17.005
17.373617,17.006
17.371689,17.006
17.369751,17.006
17.368769,17.006
17.36684,17.007
17.364904,17.007
17.362965,17.007
17.361025,17.008
17.359085,17.008
17.357147,17.008
17.355207,17.008
17.35327,17.009
17.35133,17.009
17.34939,17.009
17.347452,17.01
17.345512,17.01
17.343575,17.01
17.341635,17.01
17.338743,17.011
17.33679,17.008
17.333899,17.005
17.331944,17.002
17.330004,16.999
17.327114,16.996
17.32516,16.993
17.322268,16.99
17.320314,16.988
17.317423,16.985
17.314518,16.982
17.312561,16.979
17.309671,16.976
17.307714,16.973
17.304827,16.97
17.301922,16.967
17.299963,16.964
17.297075,16.961
17.295118,16.959
17.29223,16.956
17.289328,16.953
17.287369,16.95
17.284481,16.947
17.281578,16.944
17.27962,16.941
17.276731,16.937
17.273829,16.934
17.27187,16.931
17.268984,16.928
17.26608,16.925
17.263176,16.922
17.26027,16.919
17.25831,16.916
17.255424,16.913
17.252523,16.91
17.249619,16.907
17.246714,16.904
17.243809,16.901
17.241848,16.898
17.238964,16.895
17.236063,16.892
17.2341,16.889
17.23122,16.887
17.22832,16.884
17.225414,16.882
17.223452,16.88
17.220572,16.877
17.21767,16.875
17.214767,16.872
17.211864,16.87
17.20896,16.868
17.206997,16.865
17.204119,16.863
17.201218,16.86
17.198315,16.858
17.195412,16.856
17.192509,16.853
17.189606,16.851
17.186705,16.848
17.182865,16.846
17.179935,16.844
17.177029,16.843
17.174128,16.843
17.17029,16.842
17.167358,16.841
17.164454,16.841
17.161552,16.84
17.159586,16.84
17.156713,16.839
17.153814,16.839
17.150913,16.838
17.148012,16.838
17.145111,16.837
17.14221,16.837
17.13931,16.836
17.13641,16.836
17.133509,16.835
17.130608,16.835
17.127708,16.834
17.124807,16.834
17.121908,16.833
17.119007,16.831
17.116108,16.828
17.113209,16.825
17.110308,16.822
17.107409,16.82
17.10451,16.817
17.10161,16.814
17.098711,16.811
17.095812,16.809
17.092913,16.806
17.09094,16.803
17.088078,16.8
17.08611,16.798
17.084171,16.795
17.08224,16.792
17.080307,16.789
17.078375,16.787
17.075518,16.784
17.073547,16.781
17.071611,16.778
17.06968,16.778
17.067747,16.778
17.065815,16.778
17.064806,16.778
17.062912,16.777
17.060986,16.777
17.059053,16.777
17.057121,16.777
17.05519,16.776
17.053257,16.776
17.052248,16.776
17.050356,16.776
17.048428,16.776
17.046497,16.775
17.044565,16.775
17.042633,16.775
17.040703,16.775
17.039692,16.774
17.038721,16.774
17.036835,16.774
17.035828,16.772
17.03394,16.77
17.03293,16.768
17.031042,16.766
17.030035,16.765
17.028145,16.763
17.026218,16.761
17.025208,16.759
17.023317,16.757
17.02139,16.755
17.020378,16.753
17.01849,16.751
17.016565,16.749
17.014635,16.747
17.011787,16.745
17.009813,16.744
17.007877,16.742
17.005947,16.74
17.003101,16.738
17.001127,16.736
16.999191,16.734
16.997261,16.732
16.994417,16.731
16.992441,16.729
16.990507,16.727
16.98949,16.725
16.987606,16.724
16.985682,16.722
16.983751,16.72
16.981823,16.718
16.979893,16.717
16.977964,16.715
16.976034,16.713
16.974104,16.711
16.972176,16.71
16.970245,16.708
16.968317,16.706
16.966387,16.704
16.964458,16.703
16.961618,16.701
16.959642,16.697
16.957708,16.693
16.955778,16.69
16.95294,16.686
16.950962,16.682
16.94812,16.679
16.946142,16.675
16.943298,16.671
16.94132,16.667
16.938478,16.664
16.9365,16.66
16.933659,16.656
16.93168,16.653
16.92884,16.649
16.92686,16.645
16.924927,16.642
16.922092,16.638
16.920113,16.634
16.917274,16.63
16.91439,16.627
16.912403,16.624
16.909567,16.621
16.907585,16.618
16.904749,16.615
16.901865,16.612
16.899878,16.609
16.897041,16.606
16.894157,16.603
16.89217,16.6
16.889336,16.597
16.887352,16.595
16.88452,16.592
16.881638,16.589
16.879648,16.586
16.876816,16.583
16.873934,16.58
16.871943,16.577
16.869112,16.574
16.86623,16.571
16.864239,16.568
16.86141,16.568
16.859425,16.568
16.856596,16.569
16.85461,16.569
16.851784,16.569
16.849798,16.569
16.847864,16.569
16.845045,16.57
16.84306,16.57
16.841127,16.57
16.838308,16.57
16.836323,16.57
16.833498,16.57
16.83151,16.571
16.828688,16.571
16.825808,16.571
16.823814,16.571
16.82099,16.571
16.818111,16.571
16.815228,16.572
16.812342,16.571
16.809456,16.57
16.806572,16.569
16.803686,16.569
16.80169,16.568
16.798868,16.567
16.795992,16.567
16.793108,16.566
16.790224,16.565
16.78734,16.565
16.784456,16.564
16.780687,16.563
16.777737,16.563
16.773962,16.562
16.770126,16.561
16.766285,16.561
16.763323,16.56
16.759548,16.559
16.755716,16.558
16.751875,16.558
16.748913,16.559
16.74514,16.561
16.742188,16.562
16.738419,16.563
16.734587,16.565
16.731625,16.566
16.727856,16.567
16.724026,16.569
16.720186,16.57
16.717222,16.571
16.713457,16.573
16.710503,16.574
16.70674,16.576
16.702911,16.577
16.699074,16.578
16.695236,16.58
16.691399,16.581
16.687561,16.582
16.683725,16.584
16.67989,16.585
16.675184,16.584
16.67127,16.582
16.667423,16.581
16.662722,16.579
16.658808,16.578
16.65496,16.577
16.651127,16.575
16.64643,16.574
16.642513,16.572
16.63867,16.571
16.634836,16.569
16.631002,16.568
16.62717,16.567
16.624199,16.565
16.620451,16.564
16.616632,16.562
16.612804,16.561
16.608974,16.559
16.606,16.558
16.602257,16.557
16.59844,16.554
16.595467,16.551
16.591726,16.548
16.587912,16.545
16.584085,16.542
16.58111,16.539
16.577372,16.536
16.574408,16.534
16.570675,16.531
16.56771,16.528
16.563978,16.525
16.561014,16.522
16.55813,16.519
16.555258,16.516
16.55239,16.514
16.548674,16.511
16.545712,16.508
16.542828,16.505
16.539112,16.502
16.53615,16.499
16.533266,16.5
16.529554,16.501
16.52659,16.501
16.522867,16.502
16.519901,16.503
16.516178,16.504
16.513212,16.504
16.509491,16.505
16.506525,16.506
16.503643,16.507
16.499937,16.507
16.496973,16.508
16.494091,16.509
16.491224,16.51
16.487524,16.51
16.48456,16.511
16.481678,16.512
16.478813,16.513
16.475948,16.513
16.473083,16.514
16.47022,16.512
16.467358,16.51
16.464495,16.508
16.462461,16.506
16.459703,16.504
16.457687,16.503
16.454933,16.501
16.452917,16.499
16.45099,16.497
16.448252,16.495
16.446238,16.493
16.444311,16.491
16.442402,16.489
16.440493,16.487
16.438585,16.485
16.436678,16.483
16.435595,16.481
16.433794,16.479
16.431906,16.477
16.430826,16.475
16.429026,16.474
16.427961,16.472
16.426165,16.471
16.4251,16.469
16.423304,16.468
16.42224,16.466
16.420444,16.464
16.419378,16.463
16.417583,16.461
16.416517,16.46
16.415545,16.458
16.413767,16.457
16.412704,16.455
16.410912,16.454
16.409845,16.452
16.408873,16.45
16.407095,16.449
16.40603,16.447
16.40506,16.446
16.404102,16.444
16.40233,16.441
16.401266,16.437
16.400293,16.434
16.399338,16.431
16.398384,16.427
16.39743,16.424
16.396477,16.421
16.396343,16.417
16.3955,16.414
16.394567,16.411
16.394436,16.407
16.393595,16.404
16.393478,16.4
16.392641,16.397
16.392527,16.394
16.392506,16.39
16.392502,16.387
16.392502,16.384
16.392502,16.38
16.393318,16.377
16.39343,16.375
16.39345,16.374
16.393454,16.372
16.393454,16.371
16.393454,16.369
16.393454,16.367
16.393454,16.366
16.393454,16.364
16.393454,16.363
16.392637,16.361
16.392525,16.359
16.392506,16.358
16.391685,16.356
16.391573,16.355
16.390736,16.353
16.39062,16.351
16.3906,16.35
16.38978,16.348
16.389666,16.347
16.38883,16.345
16.388714,16.342
16.388693,16.338
16.38869,16.334
16.387875,16.331
16.38776,16.327
16.387741,16.323
16.387737,16.32
16.38692,16.316
16.386808,16.312
16.385971,16.309
16.385857,16.305
16.38502,16.301
16.384903,16.298
16.384068,16.294
16.38395,16.29
16.383928,16.287
16.38311,16.283
16.382996,16.279
16.382977,16.276
16.382158,16.272
16.382044,16.269
16.382023,16.267
16.382019,16.264
16.381205,16.261
16.38109,16.259
16.380257,16.256
16.380138,16.253
16.379305,16.251
16.378372,16.248
16.377424,16.245
16.377285,16.243
16.376448,16.24
16.375515,16.238
16.374565,16.235
16.373613,16.232
16.372662,16.23
16.37171,16.227
16.370758,16.224
16.369806,16.222
16.368853,16.219
16.3679,16.219
16.36695,16.219
16.365997,16.219
16.365046,16.218
16.364092,16.218
16.36233,16.218
16.361261,16.218
16.360289,16.218
16.359333,16.218
16.358381,16.218
16.35743,16.217
16.356478,16.217
16.355526,16.217
16.354574,16.217
16.353622,16.217
16.35267,16.217
16.351719,16.217
16.349958,16.216
16.34889,16.216
16.347916,16.216
16.34696,16.215
16.346008,16.214
16.345057,16.212
16.344105,16.211
16.343153,16.21
16.342203,16.209
16.341251,16.207
16.339493,16.206
16.338423,16.205
16.33745,16.203
16.336494,16.202
16.334738,16.201
16.333668,16.2
16.332695,16.198
16.33174,16.197
16.329983,16.196
16.328913,16.194
16.327938,16.193
16.326984,16.192
16.325228,16.191
16.324158,16.191
16.32238,16.192
16.321306,16.193
16.320332,16.194
16.318575,16.194
16.317501,16.195
16.316528,16.196
16.314772,16.197
16.3137,16.197
16.312725,16.198
16.31097,16.199
16.309896,16.2
16.308125,16.2
16.307047,16.201
16.305273,16.202
16.304195,16.202
16.302423,16.203
16.300547,16.204
16.29945,16.205
16.297674,16.205
16.296595,16.205
16.294823,16.204
16.293745,16.203
16.291973,16.202
16.290098,16.201
16.289,16.2
16.287226,16.199
16.286146,16.199
16.284376,16.198
16.283297,16.197
16.281527,16.196
16.280447,16.195
16.278679,16.194
16.2776,16.193
16.275831,16.193
16.27475,16.192
16.272984,16.191
16.271902,16.19
16.270927,16.189
16.269974,16.188
16.268232,16.187
16.267155,16.185
16.26618,16.183
16.265226,16.182
16.264277,16.18
16.263329,16.179
16.263168,16.177
16.262348,16.176
16.262213,16.174
16.261396,16.172
16.261265,16.171
16.261238,16.169
16.261232,16.168
16.261232,16.166
16.26044,16.165
16.260313,16.163
16.260288,16.161
16.261074,16.16
16.2612,16.158
16.261227,16.157
16.26123,16.157
16.261232,16.158
16.261232,16.159
16.262022,16.159
16.26215,16.16
16.262175,16.16
16.26297,16.161
16.2631,16.162
16.263916,16.162
16.264048,16.163
16.264864,16.164
16.265787,16.164
16.265942,16.165
16.266762,16.165
16.267687,16.166
16.267841,16.167
16.268661,16.167
16.269587,16.168
16.270533,16.168
16.27148,16.169
16.27243,16.171
16.272589,16.172
16.27341,16.174
16.274336,16.176
16.274488,16.177
16.27531,16.179
16.276236,16.181
16.276388,16.182
16.27721,16.184
16.277342,16.186
16.278162,16.188
16.278294,16.189
16.279112,16.191
16.279243,16.193
16.280062,16.194
16.280193,16.196
16.281012,16.198
16.281937,16.199
16.282087,16.201
16.282911,16.203
16.283043,16.203
16.283863,16.203
16.283993,16.203
16.284813,16.203
16.285738,16.202
16.285889,16.202
16.286713,16.202
16.287638,16.202
16.287788,16.202
16.288612,16.202
16.288742,16.202
16.289564,16.202
16.289694,16.202
16.289719,16.202
16.289724,16.202
16.29052,16.202
16.290646,16.202
16.290668,16.202
16.290674,16.202
16.290674,16.202
16.291471,16.202
16.291595,16.201
16.292416,16.2
16.29334,16.2
16.29349,16.199
16.294315,16.199
16.294445,16.198
16.295267,16.198
16.296192,16.197
16.297138,16.196
16.298088,16.196
16.29904,16.195
16.29999,16.195
16.300142,16.194
16.30097,16.194
16.301897,16.193
16.302843,16.192
16.304592,16.192
16.305666,16.191
16.305841,16.191
16.306673,16.193
16.307602,16.195
16.308548,16.198
16.309498,16.2
16.30965,16.202
16.310478,16.204
16.311405,16.207
16.312353,16.209
16.313303,16.211
16.314255,16.214
16.315205,16.216
16.316156,16.218
16.31791,16.22
16.318981,16.223
16.319956,16.225
16.320911,16.227
16.322666,16.23
16.323738,16.232
16.325516,16.234
16.326593,16.237
16.327568,16.239
16.329327,16.242
16.331203,16.244
16.332298,16.247
16.334082,16.25
16.335157,16.252
16.336937,16.255
16.338013,16.258
16.339794,16.26
16.340868,16.263
16.34265,16.266
16.343725,16.268
16.3447,16.271
16.346462,16.274
16.347534,16.276
16.348507,16.279
16.349463,16.282
16.350416,16.284
16.351368,16.287
16.352322,16.29
16.352465,16.291
16.353298,16.292
16.354229,16.293
16.355179,16.294
16.35532,16.296
16.356155,16.297
16.357086,16.298
16.357225,16.299
16.35806,16.301
16.358992,16.302
16.35994,16.303
16.360891,16.304
16.361845,16.306
16.361986,16.307
16.362822,16.308
16.363752,16.309
16.363892,16.31
16.364727,16.312
16.364847,16.313
16.36568,16.314
16.366611,16.316
16.366749,16.319
16.367584,16.321
16.368517,16.324
16.368654,16.326
16.36949,16.328
16.370422,16.331
16.370558,16.333
16.371395,16.335
16.372328,16.338
16.372463,16.34
16.3733,16.342
16.374233,16.345
16.374369,16.347
16.375206,16.35
16.376139,16.352
16.377089,16.354
16.377226,16.357
16.378065,16.359
16.378996,16.361
16.379946,16.36
16.380085,16.358
16.380924,16.356
16.381855,16.354
16.382805,16.353
16.383759,16.351
16.38471,16.349
16.385664,16.347
16.386618,16.346
16.38757,16.344
16.388523,16.342
16.389477,16.34
16.39043,16.339
16.3922,16.337
16.393267,16.335
16.395056,16.333
16.396944,16.332
16.39803,16.33
16.399824,16.328
16.400892,16.326
16.402685,16.323
16.404572,16.32
16.406477,16.316
16.408384,16.313
16.410292,16.31
16.4122,16.307
16.414108,16.303
16.415195,16.3
16.416994,16.297
16.418882,16.293
16.420788,16.29
16.422697,16.287
16.424604,16.283
16.42569,16.28
16.426666,16.277
16.428448,16.273
16.429512,16.27
16.430485,16.267
16.432266,16.263
16.433329,16.26
16.434301,16.26
16.435259,16.259
16.43704,16.259
16.4381,16.258
16.439074,16.258
16.440031,16.258
16.440987,16.257
16.442768,16.257
16.443829,16.256
16.444801,16.256
16.445759,16.256
16.447542,16.255
16.448603,16.255
16.449575,16.254
16.450533,16.254
16.451488,16.253
16.452442,16.253
16.453398,16.253
16.453524,16.252
16.454374,16.252
16.454481,16.252
16.455328,16.253
16.455437,16.254
16.455454,16.255
16.456287,16.255
16.456392,16.256
16.45641,16.257
16.456411,16.257
16.457241,16.258
16.457346,16.259
16.457363,16.259
16.457367,16.26
16.457367,16.261
16.457367,16.261
16.457367,16.262
16.457367,16.263
16.456537,16.263
16.456432,16.264
16.456415,16.265
16.456413,16.265
16.456413,16.266
16.456413,16.267
16.456413,16.267
16.455584,16.268
16.455479,16.269
16.455462,16.269
16.455458,16.27
16.455458,16.271
16.455458,16.271
16.455458,16.272
16.455458,16.273
16.456287,16.273
16.456392,16.274
16.45641,16.275
16.457241,16.275
16.457346,16.276
16.457363,16.277
16.458197,16.277
16.458302,16.278
16.459148,16.279
16.459255,16.279
16.460104,16.279
16.46021,16.279
16.46106,16.28
16.461166,16.28
16.462013,16.28
16.46212,16.28
16.462969,16.281
16.463076,16.281
16.463093,16.281
16.463097,16.281
16.463926,16.282
16.464031,16.282
16.464048,16.282
16.46405,16.282
16.46405,16.283
16.464882,16.283
16.464985,16.283
16.465004,16.283
16.465006,16.284
16.465837,16.284
16.46594,16.284
16.465958,16.285
16.46596,16.285
16.465961,16.286
16.465961,16.286
16.465961,16.286
16.466791,16.287
16.466896,16.287
16.466913,16.288
16.466915,16.288
16.466915,16.288
16.466917,16.289
16.466917,16.289
16.466917,16.29
16.466917,16.29
16.466917,16.29
16.466917,16.291
16.466917,16.291
16.466917,16.292
16.466917,16.292
16.466917,16.293
16.466917,16.294
16.466917,16.294
16.466917,16.295
16.466917,16.295
16.466917,16.296
16.466917,16.297
16.466917,16.297
16.466917,16.298
16.466917,16.299
16.466917,16.299
16.466917,16.3
16.466917,16.301
16.466917,16.301
16.466917,16.302
16.466917,16.303
16.466917,16.303
16.466917,16.304
16.466917,16.304
16.466917,16.306
16.466917,16.307
16.466917,16.308
16.466917,16.31
16.466085,16.311
16.46598,16.312
16.465963,16.314
16.465961,16.315
16.465961,16.316
16.46513,16.318
16.465027,16.319
16.46501,16.32
16.465006,16.322
16.465006,16.323
16.465006,16.324
16.464174,16.326
16.464071,16.327
16.463224,16.328
16.463118,16.33
16.462269,16.331
16.462162,16.333
16.461315,16.335
16.461208,16.336
16.46036,16.338
16.459423,16.34
16.458471,16.342
16.457518,16.344
16.456562,16.345
16.455608,16.347
16.454655,16.349
16.4537,16.351
16.452745,16.353
16.45262,16.354
16.451769,16.356
16.450832,16.358
16.45071,16.36
16.44986,16.362
16.44975,16.363
16.449734,16.365
16.448902,16.367
16.448797,16.368
16.44878,16.37
16.447948,16.371
16.447842,16.372
16.447824,16.374
16.446995,16.375
16.446888,16.377
16.44687,16.378
16.446867,16.379
16.44604,16.381
16.445934,16.382
16.445915,16.384
16.445913,16.385
16.445913,16.386
16.445911,16.388
16.44674,16.389
16.446846,16.391
16.446863,16.392
16.446867,16.393
16.447695,16.395
16.4478,16.396
16.448647,16.398
16.448753,16.399
16.4496,16.401
16.449709,16.403
16.450556,16.404
16.45149,16.406
16.452444,16.407
16.45257,16.409
16.453419,16.411
16.454355,16.412
16.455307,16.414
16.455433,16.415
16.456284,16.417
16.45722,16.418
16.458172,16.42
16.459127,16.422
16.459253,16.423
16.460102,16.425
16.46104,16.426
16.461992,16.428
16.463778,16.429
16.464006,16.431
16.464874,16.432
16.465815,16.434
16.466768,16.435
16.467724,16.437
16.46868,16.438
16.470465,16.439
16.471523,16.441
16.47333,16.442
16.47439,16.444
16.475363,16.445
16.477154,16.447
16.479046,16.448
16.480953,16.45
16.48203,16.451
16.484674,16.453
16.486671,16.454
16.488598,16.456
16.49051,16.454
16.49326,16.453
16.495274,16.452
16.497202,16.45
16.499117,16.449
16.501867,16.448
16.50388,16.447
16.505808,16.445
16.508562,16.444
16.510574,16.443
16.513342,16.442
16.515356,16.44
16.518126,16.439
16.52014,16.438
16.522911,16.436
16.524923,16.435
16.527695,16.434
16.53055,16.433
16.532578,16.431
16.53535,16.43
16.537365,16.433
16.540138,16.436
16.542995,16.438
16.54502,16.441
16.547796,16.444
16.550655,16.447
16.553526,16.449
16.556398,16.452
16.558424,16.455
16.561205,16.458
16.564064,16.461
16.566086,16.463
16.568867,16.466
16.570875,16.469
16.573658,16.472
16.576517,16.474
16.57939,16.477
16.582264,16.48
16.585138,16.483
16.588015,16.486
16.590889,16.486
16.593765,16.487
16.596642,16.487
16.599516,16.488
16.601538,16.489
16.604324,16.489
16.60719,16.49
16.610064,16.491
16.612082,16.491
16.614872,16.492
16.616879,16.492
16.619667,16.493
16.621674,16.494
16.623604,16.494
16.626383,16.495
16.628386,16.496
16.630316,16.496
16.632236,16.497
16.635015,16.497
16.637018,16.498
16.63895,16.498
16.64087,16.498
16.642788,16.498
16.64557,16.498
16.647572,16.498
16.649504,16.498
16.652288,16.499
16.65429,16.499
16.65622,16.499
16.65814,16.499
16.66006,16.499
16.662846,16.499
16.664846,16.499
16.666779,16.499
16.669565,16.499
16.671566,16.499
16.673496,16.499
16.676287,16.499
16.678286,16.499
16.681086,16.499
16.683086,16.499
16.685019,16.499
16.68694,16.498
16.68886,16.498
16.69078,16.498
16.692701,16.497
16.694622,16.497
16.696545,16.497
16.698465,16.496
16.700386,16.496
16.702307,16.496
16.704227,16.495
16.706148,16.495
16.707197,16.495
16.709044,16.494
16.710955,16.494
16.712873,16.494
16.71392,16.493
16.715769,16.493
16.716805,16.493
16.71865,16.493
16.720562,16.494
16.721607,16.495
16.723455,16.495
16.725367,16.496
16.726412,16.496
16.72826,16.497
16.729296,16.498
16.731142,16.498
16.732178,16.499
16.734026,16.499
16.735062,16.5
16.736032,16.5
16.736994,16.501
16.737955,16.502
16.739796,16.502
16.740828,16.503
16.741798,16.503
16.742762,16.504
16.743723,16.505
16.744684,16.506
16.746525,16.507
16.747557,16.508
16.748528,16.509
16.749489,16.511
16.74957,16.512
16.750462,16.513
16.751413,16.514
16.752375,16.515
16.753334,16.517
16.754297,16.518
16.754377,16.519
16.755268,16.52
16.755339,16.522
16.75623,16.523
16.7563,16.524
16.75719,16.525
16.757261,16.526
16.758152,16.528
16.758224,16.529
16.759113,16.53
16.760067,16.531
16.760145,16.532
16.761038,16.533
16.761108,16.534
16.761116,16.534
16.762,16.535
16.76207,16.536
16.762077,16.537
16.76296,16.538
16.763031,16.539
16.763039,16.54
16.763922,16.541
16.763992,16.542
16.764,16.543
16.764002,16.544
16.764883,16.545
16.764954,16.546
16.764963,16.547
16.764963,16.548
16.765846,16.55
16.765915,16.552
16.765924,16.554
16.766808,16.556
16.766876,16.558
16.767767,16.56
16.767838,16.562
16.76873,16.564
16.768799,16.566
16.768808,16.568
16.769691,16.57
16.770643,16.572
16.770721,16.574
16.771614,16.576
16.772568,16.578
16.773527,16.58
16.773605,16.582
16.7745,16.584
16.774569,16.586
16.775461,16.588
16.77553,16.585
16.77554,16.583
16.776424,16.58
16.776491,16.577
16.7765,16.575
16.7765,16.572
16.777386,16.569
16.777454,16.566
16.777462,16.564
16.777464,16.561
16.777464,16.558
16.777464,16.555
16.777464,16.553
16.778347,16.55
16.778416,16.547
16.778423,16.545
16.77931,16.542
16.779377,16.539
16.779387,16.536
16.780272,16.534
16.780338,16.533
16.781233,16.532
16.7813,16.532
16.782194,16.531
16.78226,16.53
16.783155,16.53
16.783224,16.529
16.783232,16.529
16.784119,16.528
16.784185,16.527
16.784195,16.527
16.78508,16.526
16.785149,16.525
16.786041,16.525
16.78611,16.524
16.786118,16.523
16.787004,16.523
16.787071,16.522
16.787966,16.521
16.788033,16.521
16.788927,16.522
16.78988,16.523
16.790842,16.524
16.790918,16.525
16.791813,16.526
16.792767,16.528
16.793728,16.529
16.794691,16.53
16.795652,16.531
16.796614,16.532
16.797577,16.533
16.798538,16.535
16.799501,16.536
16.801352,16.537
16.80238,16.538
16.803349,16.539
16.804312,16.54
16.805275,16.541
16.806236,16.543
16.8072,16.544
16.80816,16.546
16.808235,16.549
16.809134,16.551
16.809198,16.553
16.810095,16.556
16.81105,16.558
16.812012,16.561
16.812973,16.563
16.813047,16.565
16.813946,16.568
16.8149,16.57
16.81586,16.573
16.815933,16.575
16.816832,16.577
16.817787,16.58
16.818748,16.582
16.81882,16.585
16.81972,16.587
16.820675,16.589
16.820745,16.592
16.821646,16.594
16.821709,16.596
16.822607,16.598
16.823563,16.599
16.823633,16.601
16.824533,16.603
16.824596,16.605
16.825497,16.607
16.82645,16.609
16.82652,16.611
16.827421,16.613
16.827484,16.615
16.828384,16.617
16.828447,16.619
16.828455,16.621
16.829348,16.623
16.829409,16.624
16.829416,16.626
16.829418,16.628
16.83031,16.63
16.830372,16.633
16.83038,16.635
16.830381,16.637
16.831272,16.64
16.831335,16.642
16.831343,16.645
16.832235,16.647
16.832296,16.649
16.832306,16.652
16.833199,16.654
16.83326,16.657
16.833267,16.659
16.834162,16.661
16.834223,16.664
16.83423,16.666
16.835123,16.669
16.835186,16.671
16.836086,16.673
16.836147,16.676
16.83705,16.678
16.83711,16.678
16.83801,16.678
16.838966,16.677
16.839035,16.677
16.839937,16.677
16.839998,16.677
16.8409,16.676
16.841856,16.676
16.841925,16.676
16.842827,16.676
16.843782,16.675
16.844744,16.675
16.845707,16.675
16.84667,16.675
16.846739,16.674
16.847641,16.674
16.848597,16.674
16.84956,16.674
16.850523,16.673
16.851484,16.673
16.852448,16.673
16.852516,16.672
16.85342,16.672
16.854376,16.672
16.855337,16.672
16.8563,16.671
16.856369,16.671
16.857271,16.671
16.857332,16.67
16.858236,16.67
16.858295,16.67
16.858303,16.67
16.8592,16.669
16.859259,16.669
16.859266,16.669
16.85837,16.668
16.85831,16.668
16.858303,16.668
16.857407,16.668
16.857347,16.667
16.856445,16.67
16.856384,16.673
16.855482,16.675
16.855421,16.678
16.855415,16.681
16.854519,16.683
16.85446,16.686
16.853556,16.689
16.853497,16.692
16.852592,16.694
16.852533,16.697
16.851631,16.7
16.850676,16.702
16.850607,16.705
16.849705,16.708
16.84875,16.71
16.847788,16.713
16.84772,16.716
16.846817,16.718
16.845861,16.721
16.844898,16.722
16.843937,16.722
16.842974,16.723
16.842905,16.723
16.842003,16.723
16.841047,16.724
16.840979,16.724
16.840078,16.725
16.839123,16.725
16.838161,16.726
16.837198,16.726
16.836235,16.727
16.835274,16.727
16.83431,16.728
16.833347,16.728
16.832386,16.729
16.83053,16.729
16.829506,16.73
16.828537,16.73
16.827574,16.731
16.82572,16.728
16.824694,16.726
16.823725,16.724
16.82187,16.721
16.820845,16.719
16.819876,16.717
16.818022,16.714
16.816107,16.712
16.815073,16.71
16.813213,16.708
16.811296,16.705
16.809374,16.703
16.808338,16.701
16.806479,16.698
16.804564,16.696
16.80264,16.694
16.800716,16.692
16.79968,16.689
16.797823,16.687
16.795908,16.685
16.794872,16.685
16.793015,16.685
16.791985,16.685
16.790129,16.685
16.7891,16.685
16.787245,16.685
16.786215,16.685
16.785246,16.686
16.783398,16.686
16.78237,16.686
16.781399,16.686
16.779552,16.686
16.778522,16.686
